ticker,value_score,company_name,mcap_billions
TBBK,25.0,"The Bancorp, Inc.",2.603359488
PFG,29.5,"Principal Financial Group, Inc.",20.853035008
MCY,71.0,Mercury General Corporation,5.332262912
PRA,87.5,ProAssurance Corporation,1.272130432
WD,29.5,"Walker & Dunlop, Inc.",1.722415616
